
            Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text,Keywords
        ID315,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,01,inform,Yesterday forenoon arrived at Spithead the Lord Dorcester merchantman Edward Howe master bound from Halifax for London. In this ship came six Cherokee Chiefs of the first rank one of them born in England. As soon as their arrival was announced in form Sir Andrew Douglas Commander of the Alcide of 74 guns sent his barge to bring them ashore to Portsmouth; and upon landing they went to Bradley's the crown Inn. The object of these Chiefs coming to this country is to endeavour to form a connection with the English Government in order to attempt the reduction of Mexico near which place they have 20000 men in arms and can raise 30000 more in a short time. The Cherokees have menaced that country for these last three years and are favoured by great number of the inhabitants in the Spanish settlements; should they therefore procure respectable assistance from England the New World will be a certain conquest and open a source of trade and wealth to this nation that will more than compensate for the loss of America and the expence of attaining that grand object. These Indian Chiefs are dressed in the habit of their country with their faces painted in an extraordinary manner. They waited on Colonel Trigge of the 12th regiment of foot and some other officers of distinction. One of them who was born in England named Bowles speaks English indifferently well and is extremely communicative. He went over to America with his parents who were in the army when a boy and by some means strayed to an Indian camp where he was most hospitably received and afterwards rais ed to the highest honours of their nation. The Cherokee Chiefs are expected in town this day to deliver their??? to Mr. Secretary Grenville. ,Native Americans
        ID321,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,05,inform,The Indian Chiefs lately arrived in town are six in number. They have been indiscriminately styled Cherokees but three of them only are of that nation and three are Creek Indians.–They are all handsome men not exceeding in age twenty - five or twenty-six. These six Chiefs have 20000 warriors ready to take the field and have the strongest wish to act in conjunction with the English. They travelled 3000 miles before the reached Halifax and were near 12 months in performing the journey. From Halifax they went in an English frigate to Quebec to Lord Dorchester by whom they were sent over to England to concert their plans in person with the Ministry. The object of their coming to this country may be easily guessed at. They long to make an attack upon the Spanish settlements. One of them was heard last night in the playhouse to say he hoped in six months from this time to be in the heart of Mexico. ,Native Americans;war
        ID322,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,08,inform,When hostilities are once commenced a for fidable armament will unquestionable be sent against the Spanish South American colonies. Of its success there cannot be a doubt when we shall be aided by an army of 20000 Indian warriors beside the active support of those Mexicans now ??? under the tyranous yoke of Spain. So determined are the Cherokees the Creeks and other nations of Indians in the Southern parts of America to strip the Spaniards of their possessions on that Continent that they will unquestionably attempt the glorious achievement even though the policy of this country should prevent us from lending them effectual assistance. The rich silver mines at Potosi in Peru were accidentally discovered in 1545 by an Indian as he was clambering up the mountain in pursuit of a Lama which had strayed from his flock. Soon after the mines of Sacotecas in New Spain little inferior to the other in value were opened. From that time successive discoveries have been made in both colonies and silver mines are now so numerous that the working of them and of some few mines of gold in the provinces of Terra Firm and the new Kingdom of Grenada has become the capital occupation of the Spaniards and is reduced into the system no less complicated than interesting. ,war;Spanish Empire
        ID326,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,09,20,entertain,New York August 4. On Monday the 12th ult. there was a violent tempest at Leominster Massachusetts attended with hail which was of such a size and fell with such velocity that the stoutest Indian corn was beaten into shreds–vast quantities of apples were beaten from the trees–not only the fruit but the trees received great injury the bark being broken from their limbs; the windows broken in the house and the fences renewed such impressions as to be discovered at 90 yards distance. Many of the hailstones were as large as hens eggs–the common size was a little more than an inch in diameter. Twenty-give hours after it fell banks of it were measured at the foot of a hill and found to be 20 inches deep. The Saturday following great damage was ??? by hail at Shrewsbury country of Worcesster. August 15. On Sunday the 25th July a violent hail storm commenced a few miles to the westward of Wilmington Delaware which did great damage to many fields of grain and blew down in many places an immense quantity of timber. The hail in this storm was of an extraordinary appearance; part of it being about two inches long and of a very considerable circumference. On Saturday the 1st inst. arrived at Wilmington Delaware the brig Maria Capt. fort from Londonderry with 200 passengers. On the 4th inst. arrived at Philadelphia the Happy Return Capt. Ewing in 8 weeks from Londonderry brought 340 passengers in good health: Capt. Ewing parted near the Capes of Delaware with the ship Sally Capt. Miller with passengers from Londonderry for that port also. Pennsylvania July 21. Last Sunday evening Mr. John Garrison son of William Garrison of Newbury township in this county was killed by lightning in his own house. The lightning struck in at the gable and just at the instant that Mr. Garrison was in the centre of the floor walking towards the window; his brother was standing within two yards of him when he fell but providentially received not the smallest hurt. We also learn that Patrick M'Sherry of Little's-town in this county had two cows killed by lightning the same evening. New London July 30. A slight shock of an earthquake was fel tin this and the neighhbouring towns on Sunday morning last about thirty minutes past five o'clock. Middletown July 25. About five o'clock this morning a noise was heard that seemed to pass over this city which is thought to have come from a north-westerly direction and proceeded to a south-easterly one. The noise was equal to loud heavy thunder and the commotion occasioned by it very sensible in the shaking of houses but no damage was done.– The Tuesday preceding about six or seven miles to the southward of this place a similar but heavier noise was heard attended with the like commotion. Extract of a letter from Dartmouth (Connecticut) July 26. Some days ago a house near the college was struck by lightning and a child therein killed. Since that a woman was killed by the same means in Cornish a town adjoining Dartmouth as she sat in her house at work. Later still at Hampton in New York state a yoke of oxen were killed both by one flash of lightning.–From what reason we cannot tell but the lightning has been peculiarly destructive in many of our settle ments during the present summer. It would aphowever that nature is willing to repair those losses; accounts having just come to hand that on last Monday morning a woman in FPlainfield was safely delivered of four girls at a???; one of whom died the night following the rest likely to do well. Saturday at a tavern near the market the following specimen of gormandising was??? ed :–A person not for any bet or without any other inducement than the craving of the stomacheat at one meal a shoulder of roast lamb 3 slices of bacon three quarters of a pound of cheese 15 large cucumbers one half of an 8d wheat loaf a plate of cold potatoes and drank a quarter of cider. ,weather;shipping;accidents;earthquake
        ID340,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,06,21,inform,The brig Virginia Planter James Merrifield Master arrived at Liverpool brings information that on the 5th of May General Wayne with two thousand provincials had attacked totally destroyed most of the Indian towns at the back of Georgia for near two hundred miles around the river. That M'Gilvray and his army of savages after an unsuccessful and bloody engagement had fled to the woods where the General left them and returned to Savannah.– This expedition was undertaken about the beginning of March winch has been crowned with the expected catastrophe and though the Cherokee Miami and Chiquesaw tribes may mediate revenge at some future period; it is not likely they will be in a condition to disturb the settlers for some years to come. ,war;Native Americans;navy;settlement description
        ID341,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,02,22,inform,From the Jamaica Royal Gazette. Kingston Nov. 28. By late arrivals from Hispaniola we learn that the people are in quietness but still armed; and that the Governor who had been suffered to remain but the Intendent only having fled is perfectly submissive to the will of the people. For several days last week the weather at the north side and in some of the Liguanea Mountains blew in most alarming gusts and the cold is said to have been peculiarly sever; some plantain trees have been thrown down but we have yet heard of no material damage. The sloop Resolution has brought into port a part of his Majesty's 10th regiment of foot consisting of a serjeant and 29 privates having received them from on board the ship Commerce Foot from London off the East End on Thursday last the Commerce being destined for Savanna la Mar. Dec. 26. Late on Thursday evening his Majesty's ship Amphion Captain Nichols returned to Port-Royal from the Spanish American coast. The Amphion was bound to Carthagena but was prevented by the jealousy of the Spaniards from entering that port. Accounts are said to be received by her that a revolt has taken place amongst the Indians in that quarter and that the Spaniards are demolishing the fortifications throughout the country which it has cost them so much labour and expence to raise; so appre hensive are they of the numbers and force of the malcontents should they possess themselves of any of those strong holds. We learn from Georgia that the treaty with the Indians to negotiate with Commissioners were appointed by the President of the United States has been broken off; and that Mr. M'Gillivray and his warriors have declared that nothing short of a cession of the territory between the rivers St. Mary and Altamaha will satisfy them; adding that no equivalent can be given to the Georgians for relinquishing their claim to the district in question as it is founded in usurpation. The views of Mr. M'Gillivray in making this requisition are evident as it is known that he wishes to establish a sea-port at St Mary's as well for thecommercial emolument as for the civilization of his countrymen by an intercourse with foreign States. ,slave insurrections;weather;shipping;shipping;Native Americans;international trade;foreign relations
        ID342,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,07,12,inform,Letters from Alexandria in Virginia dated the 9th May last mention that General Wayne had been dispatched in the beginning of March on an expedition against the Cherokee Miamis and Chickesau Indians who have for some time past had as their chief warrior one Macgillivray a Scotchman who has long resided among these Indians. General Wayne at the head of two thousand Provincials had completely routed them after a great slaughter. After the battle Macgillivray and his savages took refuge in the woods. General Wayne has destroyed the most part of the habitation of these Indians in the extent of 200 English miles along the river which is the boundary of Georgia after which he returned to Savannah. This defeat is so total that it will put it out of the power of these Indians to be again troublesome to the State of Virginia. ,war;Native Americans
        ID343,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,06,18,persuade,The American States having now gained their independence have no cause of quarrel let with this country; but matters are very different between them and Spain. It is well known that the Indians on the back settlements have been regularly supplied with arms and ammunition from the Spanish magazines in the West-Indies to enable them to distress the Americans and prove at least a hindrance to their growing prosperity.The free navigation of the Mississippi has been denied them?and the Spaniards now in possession of the Floridas have been continually quarrelling with them about their boundaries. It may therefore be considered as almost certain that the American states will take an active part against Spain. This will be a great acquisition to Britain in every point of view; for though American cannot furnish money she can furnish men and provisions; and afree intercourse with her ports must prove of infinite advantage for the security of our West-India Islands. Their privateers too will be able to take their runs so speedily that the Spanish trade must be very materially injured thereby. ,Native Americans;war;international trade;border dispute;war;international trade;privateering
        ID344,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,05,17,inform,Kingston Feb. 6. By a St. Christopher's paper of the 25th ult. we learn that the small-pox raged lately at >Surinam to such a degree that within the space of two months upwards of 2500 persons had perished by that disorder. A very severe shock of an earthquake was felt between give and six on the evening of last Thursday se'ennight at the settlements near the Blue Mountains. On Wednesday the 3d instant arrived at Lucca the ship Pitt Captain Hunter from Africa with154 Gold-Coast Negroes. On the passage from Africa nine of the seamen mutined whom Captain Hunter has brought confined in irons and they are to be tried at a Court of Admiralty Sessions. Feb. 20. Very strong suspicions are entertained by the Americans that the Indian Chief M' Gilveray and the nations under his immediate controul or in alliance with him are subsidied by the King of Spain. It is a well known fact that they are regularly supplied with cloathing arms and ammunition from the Royal Magazines at St. Augustine and Pensacola and therefore in all probability; the sword not the olive branch will be the most speedy and effectual agent for terminating the disputes. March 6. Tuesday last arrived in the harbour of Port Royal from Cork his Majesty's ship Chichester of 44 guns armed en flute Lieutenant Craven Commander having on board the first battalion of the first or Royal Regiment of of foot commanded by Lieutenant-Colonel Dundas. The other Officers are–Captains Duncan Franer Pemberton and Mannoch; Lieutenants Sir W. Jas. Cockburne Bart. Nicholson Puxley Clunes Browne Clarke Drummond and Graham; Adjutant Sir. W. J. Cockburne Bart. Quartermaster Mr. Davidson Surgeon MR. Young; Ma?e Mr. Bolton. The troops in the Chicester amount to 500 men exch??e of 100 women and children. Colonel Hunter is appointed superintendent of the settlement at the Bay of Honduras in the room of Colonel Despard recalled. Col. Hunter came out with the earl of Effingham; it is therefore probable that the disputes which have so long subsisted between Lieutenant Colonel Despard and the inhabitants of the Bay of Honoduras will be brought to a speedy determination. At the sale of the late Peter Heningson's estatea negro blacksmith was sold for the extraordinary sum of two hundred and sixty pounds! At two o'clock on Tuesday morning the 3d regiment quitted the barracks in this town and at Up Park Camp and embarked on board the Chichester for Great Britain; the 14th at the same time taking possession of their quarters. Advice is received from St. Mark's in Hispaniola that on the 1st of this month a number of free people of colour to the amount of 700 and upwards having possessed themselves of several field pieces formed a camp in that districh and exhibited an appearance of hostility highly alarming. A deputation of five gentlemen being sent from the Assembly to demand the reason of so extraordinary a proceeding the insurgents demanded that a remonstrance which they then delivered to the deputies should be presented imimmediately to the general and that an answer thereto should be given without delay. The paper being conveyed as they desired proved to be a sensible and well written detail of the various claims the free people of colour had on what they termed the justice of the whites with whom they demanded an equal participation of all rights and immunities whatsoever–the privilege of representation and of qualifying for all the learned professions–and concluding with the avowal of a determination to proceed to extremities should their demands be treat with neglect. On the perusal of this paper it was judged adviseable to assemble a body of the militia who headed by the General immediately went against the camp. On their arrival the insurgents fired and fled to the mountains; three or four of the whites were killed and one of the ringleaders was taken and instantly beheaded. A proclamation was then issued offering a reward of 50 half joes for the head of any principal offender and in the course of a few days not less than twenty seven were brought in. On Sunday the 7th instant a very great majority of those who had formed the camp finding all their attempts completely frustrated came in and took the oath of allegiance to the nation. One or two of the principals for whom high rewards are offered are not yet taken. From Port Maria we have received the disagreeable account of the loss of the ship Lion Capt. Smith belonging to Liverpool: a violent breeze on the 5th instant drove her from her anchors and she now lies stranded on the beach. ,disease;earthquake;shipping;slavery;mutiny;Native Americans;shipping;slavery;rebellion;shipwreck
        ID345,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,05,24,entertain,NOOTKA SOUND. The circumstances of thetrade and situation of this part of North America being a matter of such general conversation and great public moment we are particularly happy in being enabled to give some further account of the transactions that have happened at Nootka Sounds as well as to point out the advantages that were likely to be extended to other places by the means of this trade. It is necessary to remark that the skin of the sea otter is worn only in the Northern regions of China. Its fur though beautiful and magnificent is too heavy for the sultry atmosphere of the Southern Provinces. Pekin is therefore the proper mart for this valuable commodity and in this immense city the consumption is so great that the produce of the voyage meets and immediate sale. The Mandarins of the Court and even the Emperor himself are fond of wearing this costly fur. To a citizen of common rank a sea otter's collar to his vestment is a luxury. The natives of the North West Coast of Ameerica set so great a value on woollens of all kinds that all the blankets cloths hats and stockings that could be procured in China if English manufacture were sold to the Indians with whose Chiefs treaties of commerce had been formed. An act of cruelty committed by an officer of the Spanish Admiral Martiney's ship deserves to be recorded. The Spaniards discovering that Callicum a Chief second in authority at Nootka Sound was in alliance with the English he was shot through the heart in the month of June 1789.?The wife of Callicum with an infant child escaped but not till wounded. Macquilla the Chief first in command retired at the head of the allies of England from Nootka Sound and to avoid the cruelty of the Spaniards they fled to distant parts. Such of the natives as they could seize the Spaniards condemned to work as slaves on their fortifications. At this period it was in the contemplation of the Spaniards to seize the Sandwich Islands with a view to deprive British ships of refreshments. And we further add on authority that amounts nearly to demonstration that on the very lands purchased from the Nootka Chief by Captain Mears the Spaniards have already opened valuable mines. Another object of this enterprise wasto supply the markets of Kamschatka and other ports belonging to the Russians with the teas and other produce of China. This promised to be an invaluable channel of commerce as the Chinese have shut their ports against the Russians who On this voyage of discovery and experiment one of our ships sailed and disposed of her cargo but was unfortunately lost on her return to China. To these curious particulars we add with a patriot joy that the consumption of the glorious staple of England her broad cloths is astonishingly great in Japan and China: British hard ware &c. is also in great request. From the friendship of Tiara to Captain Mears ships which touch at the Sandwich islands may depend on the utmost attention and civility. This Prince is six feet 4 1/2 inches high of proportionate bulk. ,international trade;fashion;Native Americans;textiles;international trade;foreign relations;foreign relations;crime;slavery;Spanish Empire;mining;international trade;embargoes;shipwreck;textiles
        ID346,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,10,04,inform,Extract of a letter from Philadelphia July 22. Trade is brisk at present from the high prices and great sales of grain to Europe. Our farmers and giving above 6 s. currency (about 3s. sterling) to workmen per day and their meat to enable them to take in new grounds which is a great discouragement to our rising manufactories which are obliged to give high wages to their journeymen on that account. A Mr. Doylden from Europe has lately purchased two millions of acres of lands from Congress Mr. Scriba merchant in New York has purchased four millions of acres all from Congress a society of gentlemen with whom it is said some Dutch houses in Amsterdam are concerned have purchased from the State of Georgia about fifteen millions of land on the frontiers of that State. The very highest price paid for any of these purchases has been twenty cents per acre (about ten-pence British money) payable by installments at different periods and that in Congress money. ,international trade;manufacturing;wages;land speculation
        ID397,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,19,entertain,By an extract of a letter from Jamaica we learn the following singular fact;–The Captain and crew of the brig Exuma which arrived there some days before from Newfoundland having in the course of their passage fallen in with a French schooner Captain Alward asked the Captain of the schooner to accommodate him with some nails which he politely did; at the same time begging his acceptance of some barracoutes caught that morning. Captain Aylward and his crew having dined off them the same day they were immediately seized with violent sickness convulsive fits and other dangerous symptoms. The Captain judging that the fish they had eaten were of a poisonous nature conceived that salt water might be of service he instantly made the expedient on himself which relieved him greatly ; he applied the same remedy to his crew and it was attended with good effects. When this unfortunate accident happened it was luckily a dead calm ; had the weather been tempestous it is more than probable the ship and crew would have been lost as during their sickness there was not a man able to stand by the helm. ,food poisoning;maritime accidents
        ID398,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,15,inform,By letters received from Norfolk in Virginia dated the 23rd of July we learn that on the 10th of that month the ship Betsey of Greenock Capt. James Young had arrived there in 19 days from Jamaica and brought the following melancholy relation which he received from the crew of the Prudence whom she picked up on the 1st of Juin lat. 22. 40. long. 85. 32. That from the 7th to the 10th of June the weather had been very hazy with little wind so that Capt Addies could not get an observation and a strong current setting to the Southward and Westward drove them farther leeward than they imagined. On the 12th about 3 o'clock in the morning the watch discovered Cape Catuloh but before intelligence could be given to the Captain she struck. For some time she made no water but about seven the water came in so fast that by eleven o'clock A. M. the water was six feet in the hold (the depth of the water in which she lay) the people being sixteen in number took to their long boat and endeavoured to make Cape Antonie; but after four days fruitless labour they were obliged to return to the wreck where they found two Spaniards plundering who informed them that there were only four inhabitants on the island and therefore they could receive no assistance from them; upon which having taken a quantity of beef and biscuits aboard they left the wreck a second time and after having been absent fourteen days were providentially picked up by the ship Betsey and carried to Norfolk in Virginia. The Prudence was from Jamaica bound to London and had upwards of 500 hogsheads of sugar and rum on board. ,shipwreck;maritime accidents
        ID400,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,15,inform,The Cherokee Chiefs are not to be presented at Court. After seeing every thing of notoriety in London and other parts of the kingdom they will again return to Americain the Spring. ,Native Americans
        ID401,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,12,inform,A singular revolution has taken place at Martinique. The Governor Viscount Damas with the troops had taken possession of St. Pierre's; having established peace as they concluded they retired to Fort Bourbon; the patriots again at ??ed have suprised and taken the fort. The governor has escaped with a company of grenadiers and it is reported he is since joined by about five hundred people of colour. ,slave insurrections
        ID403,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,08,inform,There have been an amazing number of recruiting parties here these 8 days by gone and I dare say they have got among them at least 200 recruits this week. Only in two or three particular instances have large sums been given–the bounty is generally from 5 to 6 guineas. This place is at present full of people many of whom may be said to have no more than what keeps soul and body together–I heartily wish they would also take away our loose women–they were never so numerous nor so troublesome. If it was not for the recruiting service and the pros of a Bridewell which it is hoped our Magistates will shortly set seriously about we would have but dismal prospects before us the ensuing winter.–I am informed government propose sending 2000 of our bad women–they would never be missed out of this place. ,emigration and immigration;Women--Great Britain